name	ko	family	lv2des
Q36|NODE_1_1	K00558	Myoviridae	Amino acid metabolism
PN3CD|k141_1092111	K00558	Unclassified	Amino acid metabolism
PN15RG|k141_1319005	K17398	Siphoviridae	Amino acid metabolism
PN3CA|k141_447549	K21029	Unclassified	"Folding, sorting and degradation"
PN3LH|k141_1093113	K00566	Myoviridae	"Folding, sorting and degradation"
PN3LH|k141_1093113	K01771	Myoviridae	Carbohydrate metabolism
PN3LH|k141_1093113	K03273	Myoviridae	Glycan biosynthesis and metabolism
PN3LH|k141_1093113	K23144	Myoviridae	Carbohydrate metabolism
PN3LH|k141_1093113	K01916	Myoviridae	Metabolism of cofactors and vitamins
PN3LH|k141_1093113	K00763	Myoviridae	Metabolism of cofactors and vitamins
PN3LH|k141_1093113	K08281	Myoviridae	Metabolism of cofactors and vitamins
PN3LH|k141_1093113	K00969	Myoviridae	Metabolism of cofactors and vitamins
PN3LH|k141_1093113	K01854	Myoviridae	Carbohydrate metabolism
PN3LH|k141_1093113	K01784	Myoviridae	Carbohydrate metabolism
PN2RC|k141_2275867	K17398	Unclassified	Amino acid metabolism
PN13RS|k141_367732	K01939	Myoviridae	Nucleotide metabolism
PN1CG|k141_807418	K17398	Siphoviridae	Amino acid metabolism
PN1CG|k141_807418	K00789	Siphoviridae	Amino acid metabolism
PN1CG|k141_807418	K17398	Siphoviridae	Amino acid metabolism
PN1LC|k141_689394	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN1LC|k141_689394	K05774	Siphoviridae	Carbohydrate metabolism
PN1LC|k141_689394	K22227	Siphoviridae	Metabolism of cofactors and vitamins
PN1LC|k141_689394	K00558	Siphoviridae	Amino acid metabolism
PN13RI|k141_1431800_1	K00558	Myoviridae	Amino acid metabolism
PN12RD|k141_1758783	K00568	Myoviridae	Metabolism of cofactors and vitamins
PN12RD|k141_1758783	K00789	Myoviridae	Amino acid metabolism
PN12RD|k141_1758783	K07173	Myoviridae	Amino acid metabolism
PN10RO|k141_1110866_1	K00390	Siphoviridae	Energy metabolism
PN10RO|k141_1110866_1	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN10RO|k141_1110866_1	K21029	Siphoviridae	"Folding, sorting and degradation"
PN10RO|k141_1110866_1	K06211	Siphoviridae	Metabolism of cofactors and vitamins
PN5LG|k141_156107	K00390	Siphoviridae	Energy metabolism
PN14RN|k141_1050637	K00558	Unclassified	Amino acid metabolism
PN2RA|k141_25814	K09882	Unclassified	Metabolism of cofactors and vitamins
PN2RA|k141_25814	K09883	Unclassified	Metabolism of cofactors and vitamins
PN8RF|k141_282304	K17398	Siphoviridae	Amino acid metabolism
PN13RP|k141_1202287	K00600	Siphoviridae	Carbohydrate metabolism
PN4RA|k141_871005	K11717	Unclassified	Metabolism of other amino acids
PN4RA|k141_871005	K00390	Unclassified	Energy metabolism
PN5CA|k141_660850	K06949	Unclassified	Metabolism of cofactors and vitamins
PN5CA|k141_660850	K00820	Unclassified	Carbohydrate metabolism
PN9RJ|k141_553985	K00789	Unclassified	Amino acid metabolism
PN9RJ|k141_553985	K00558	Unclassified	Amino acid metabolism
PN9RJ|k141_553985	K00558	Unclassified	Amino acid metabolism
PN16RB|k141_303313	K00558	Quimbyviridae	Amino acid metabolism
PN16RB|k141_303313	K06167	Quimbyviridae	Metabolism of other amino acids
PN5RB|k141_453590	K00558	Unclassified	Amino acid metabolism
PN1RI|k141_716355	K00600	Myoviridae	Carbohydrate metabolism
PN1RI|k141_716355	K00600	Myoviridae	Carbohydrate metabolism
PN1RI|k141_716355	K00600	Myoviridae	Carbohydrate metabolism
PN12RD|k141_893354_1	K00789	Unclassified	Amino acid metabolism
PN12RD|k141_893354_1	K00558	Unclassified	Amino acid metabolism
PN1CG|k141_71434	K09882	Unclassified	Metabolism of cofactors and vitamins
PN1RE|k141_1521330	K00558	Siphoviridae	Amino acid metabolism
PN1RE|k141_1521330	K00789	Siphoviridae	Amino acid metabolism
PN16RJ|k141_1348194	K00558	Unclassified	Amino acid metabolism
PN16RJ|k141_1348194	K00390	Unclassified	Energy metabolism
PN5LA|k141_70504	K08680	Siphoviridae	Metabolism of cofactors and vitamins
PN5LA|k141_70504	K00558	Siphoviridae	Amino acid metabolism
PN8RA|k141_1018411	K06167	Unclassified	Metabolism of other amino acids
PN8RK|k141_46095	K09883	Unclassified	Metabolism of cofactors and vitamins
PN8RK|k141_46095	K09882	Unclassified	Metabolism of cofactors and vitamins
PN13RB|k141_465499_2	K00558	Siphoviridae	Amino acid metabolism
PN5JH|k141_297003	K06167	Quimbyviridae	Metabolism of other amino acids
PN12RG|k141_260965	K03275	Unclassified	Glycan biosynthesis and metabolism
PN11RI|k141_2138372_fragment_1	K00059	Unclassified	Lipid metabolism
PN11RI|k141_2138372_fragment_1	K01442	Unclassified	Lipid metabolism
PN8RO|k141_708628	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN13RP|k141_1795068	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN8RS|k141_465275	K00789	Siphoviridae	Amino acid metabolism
PN13RP|k141_1781320_1	K00558	Siphoviridae	Amino acid metabolism
PN1RH|k141_392864	K09882	Unclassified	Metabolism of cofactors and vitamins
PN1RF|k141_665741	K01771	Unclassified	Carbohydrate metabolism
J607|NODE_4_1	K00390	Siphoviridae	Energy metabolism
PN8RL|k141_96936	K00558	Unclassified	Amino acid metabolism
PN8RL|k141_96936	K00789	Unclassified	Amino acid metabolism
PN16RP|k141_176198	K00558	Myoviridae	Amino acid metabolism
PN16RP|k141_176198	K00558	Myoviridae	Amino acid metabolism
PN12RJ|k141_874153	K00558	Unclassified	Amino acid metabolism
PN15RD|k141_226096	K00789	Unclassified	Amino acid metabolism
PN5RE|k141_876827	K06131	Siphoviridae	Lipid metabolism
PN11RI|k141_370488	K17398	Siphoviridae	Amino acid metabolism
PN12RC|k141_929470_1	K00390	Siphoviridae	Energy metabolism
PN7RF|k141_1200943	K21029	Unclassified	"Folding, sorting and degradation"
PN5LF|k141_275583	K00558	Siphoviridae	Amino acid metabolism
PN10RA|k141_1450296	K01953	Podoviridae_crAss-like	Amino acid metabolism
PN10RA|k141_1450296	K01854	Podoviridae_crAss-like	Carbohydrate metabolism
PN10RA|k141_1450296	K01854	Podoviridae_crAss-like	Carbohydrate metabolism
PN10RA|k141_1450296	K08678	Podoviridae_crAss-like	Carbohydrate metabolism
PN10RA|k141_1450296	K08678	Podoviridae_crAss-like	Carbohydrate metabolism
PN10RA|k141_1450296	K01916	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN10RA|k141_1450296	K00763	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN10RA|k141_1450296	K00952	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN10RA|k141_1450296	K08281	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN4RE|k141_813451	K01734	Podoviridae_crAss-like	Carbohydrate metabolism
PN16RL|k141_10306	K00558	Unclassified	Amino acid metabolism
PN16RL|k141_10306	K00558	Unclassified	Amino acid metabolism
PN16RL|k141_10306	K00390	Unclassified	Energy metabolism
PN5RB|k141_1005819	K00789	Unclassified	Amino acid metabolism
PN1CA|k141_75685	K06167	Quimbyviridae	Metabolism of other amino acids
PN1CA|k141_75685	K03273	Quimbyviridae	Glycan biosynthesis and metabolism
PN13RS|k141_270581	K00558	Unclassified	Amino acid metabolism
PN10RL|k141_1527360	K00390	Unclassified	Energy metabolism
PN10RL|k141_1527360	K00558	Unclassified	Amino acid metabolism
PN14RK|k141_1251795	K02858	Unclassified	Metabolism of cofactors and vitamins
PN2RG|k141_2237541	K06167	Unclassified	Metabolism of other amino acids
PN12RD|k141_1624205	K00390	Unclassified	Energy metabolism
PN1RF|k141_334633	K00390	Siphoviridae	Energy metabolism
PN16RM|k141_1489615	K01737	Unclassified	Metabolism of cofactors and vitamins
PN1LC|k141_759804	K00558	Siphoviridae	Amino acid metabolism
PN1LC|k141_759804	K00558	Siphoviridae	Amino acid metabolism
PN16RO|k141_466326_1	K00390	Siphoviridae	Energy metabolism
PN1GG|k141_407370	K00390	Siphoviridae	Energy metabolism
PN6RR|k141_365784	K00558	Unclassified	Amino acid metabolism
PN13RH|k141_2171396	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN14RM|k141_1170200_1	K00390	Myoviridae	Energy metabolism
PN14RM|k141_1170200_1	K00558	Myoviridae	Amino acid metabolism
PN4RG|k141_1377671	K00390	Unclassified	Energy metabolism
PN3RH|k141_2261536_1	K06167	Unclassified	Metabolism of other amino acids
PN14RI|k141_1429976	K00558	Unclassified	Amino acid metabolism
PN1LG|k141_849841	K01939	Unclassified	Nucleotide metabolism
PN15RI|k141_199759	K00558	Unclassified	Amino acid metabolism
PN15RI|k141_199759	K00390	Unclassified	Energy metabolism
PN2GJ|k141_102532	K01854	Siphoviridae	Carbohydrate metabolism
PN10RK|k141_868946	K00558	Unclassified	Amino acid metabolism
PN8RG|k141_1576372	K09883	Unclassified	Metabolism of cofactors and vitamins
PN8RG|k141_1576372	K09882	Unclassified	Metabolism of cofactors and vitamins
PN5RA|k141_266514_1	K01736	Unclassified	Amino acid metabolism
PN5RA|k141_266514_1	K03274	Unclassified	Glycan biosynthesis and metabolism
PN5GG|k141_615093	K19005	Unclassified	Lipid metabolism
PN8RS|k141_1242727	K00558	Unclassified	Amino acid metabolism
PN8RS|k141_1242727	K00558	Unclassified	Amino acid metabolism
PN1RB|k141_3341536	K01186	Siphoviridae	Lipid metabolism
PN1RB|k141_3341536	K01491	Siphoviridae	Energy metabolism
PN13RA|k141_1352655	K09882	Unclassified	Metabolism of cofactors and vitamins
PN8RS|k141_1017623	K00558	Siphoviridae	Amino acid metabolism
PN8RS|k141_1017623	K00558	Siphoviridae	Amino acid metabolism
PN10RB|k141_1107910_1	K00558	Myoviridae	Amino acid metabolism
PN10RB|k141_1107910_1	K00558	Myoviridae	Amino acid metabolism
PN1RC|k141_1493937	K06167	Siphoviridae	Metabolism of other amino acids
PN13RC|k141_1022781	K00919	Siphoviridae	Metabolism of terpenoids and polyketides
PN2LC|k141_105912	K00558	Myoviridae	Amino acid metabolism
PN11RH|k141_2503339	K17398	Unclassified	Amino acid metabolism
PN8RH|k141_642073	K00789	Siphoviridae	Amino acid metabolism
PN14RB|k141_579942	K00558	Siphoviridae	Amino acid metabolism
PN16RL|k141_854553	K17398	Siphoviridae	Amino acid metabolism
PN1CD|k141_1920665	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN2LD|k141_1777483	K00059	Unclassified	Lipid metabolism
PN2LD|k141_1777483	K01737	Unclassified	Metabolism of cofactors and vitamins
PN5LB|k141_576975_1	K00558	Myoviridae	Amino acid metabolism
PN8RJ|k141_88418	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN3CC|k141_2599980	K00558	Unclassified	Amino acid metabolism
PN3CC|k141_2599980	K06167	Unclassified	Metabolism of other amino acids
PN16RN|k141_1041118	K00558	Unclassified	Amino acid metabolism
PN8RN|k141_1092802	K00558	Flandersviridae	Amino acid metabolism
PN14RM|k141_687515	K01442	Unclassified	Lipid metabolism
PN14RM|k141_687515	K00558	Unclassified	Amino acid metabolism
PN14RM|k141_687515	K00558	Unclassified	Amino acid metabolism
PN14RM|k141_687515	K00558	Unclassified	Amino acid metabolism
PN8RS|k141_882908	K00390	Siphoviridae	Energy metabolism
PN8RS|k141_882908	K00558	Siphoviridae	Amino acid metabolism
PN1CD|k141_1637197	K01737	Myoviridae	Metabolism of cofactors and vitamins
PN1CD|k141_1637197	K10026	Myoviridae	Metabolism of cofactors and vitamins
PN1CD|k141_1637197	K01495	Myoviridae	Metabolism of cofactors and vitamins
PN1CD|k141_1637197	K06920	Myoviridae	Metabolism of cofactors and vitamins
PN1CD|k141_1637197	K09457	Myoviridae	Metabolism of cofactors and vitamins
PN8RA|k141_483655	K01953	Unclassified	Amino acid metabolism
PN8RO|k141_1133923	K00390	Siphoviridae	Energy metabolism
PN13RF|k141_5278	K00287	Unclassified	Metabolism of cofactors and vitamins
PN3LA|k141_122690	K01176	Siphoviridae	Carbohydrate metabolism
PN10RA|k141_1808564	K00558	Siphoviridae	Amino acid metabolism
PN1RL|k141_2219190	K09882	Quimbyviridae	Metabolism of cofactors and vitamins
PN5DD|k141_33464	K00558	Siphoviridae	Amino acid metabolism
PN5DD|k141_33464	K00390	Siphoviridae	Energy metabolism
PN5DD|k141_33464	K01491	Siphoviridae	Energy metabolism
PN5DD|k141_33464	K00558	Siphoviridae	Amino acid metabolism
PN5DD|k141_33464	K17398	Siphoviridae	Amino acid metabolism
PN5DD|k141_33464	K00558	Siphoviridae	Amino acid metabolism
PN13RQ|k141_1053134	K01190	Siphoviridae	Carbohydrate metabolism
XR13|NODE_9	K00558	Siphoviridae	Amino acid metabolism
MR53|NODE_1_1_fragment_1	K03462	Siphoviridae	Metabolism of cofactors and vitamins
MR53|NODE_1_1_fragment_1	K17398	Siphoviridae	Amino acid metabolism
PN11RN|k141_1535860	K01784	Siphoviridae	Carbohydrate metabolism
PN11RN|k141_1535860	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN11RN|k141_1535860	K06211	Siphoviridae	Metabolism of cofactors and vitamins
PN3RB|k141_225279	K00789	Siphoviridae	Amino acid metabolism
PN14RN|k141_378913_1	K01495	Myoviridae	Metabolism of cofactors and vitamins
PN14RN|k141_378913_1	K10026	Myoviridae	Metabolism of cofactors and vitamins
PN14RN|k141_378913_1	K01737	Myoviridae	Metabolism of cofactors and vitamins
PN14RN|k141_378913_1	K06920	Myoviridae	Metabolism of cofactors and vitamins
PN14RN|k141_378913_1	K06167	Myoviridae	Metabolism of other amino acids
PN9RQ|k141_539982	K00558	Siphoviridae	Amino acid metabolism
PN1RI|k141_630154	K01734	Myoviridae	Carbohydrate metabolism
PN1RI|k141_630154	K01710	Myoviridae	Glycan biosynthesis and metabolism
PN1RI|k141_630154	K00067	Myoviridae	Glycan biosynthesis and metabolism
PN1RI|k141_630154	K01790	Myoviridae	Glycan biosynthesis and metabolism
PN1RI|k141_630154	K01784	Myoviridae	Carbohydrate metabolism
PN1RI|k141_630154	K00558	Myoviridae	Amino acid metabolism
PN1RI|k141_630154	K00973	Myoviridae	Glycan biosynthesis and metabolism
PN16RP|k141_206263	K00390	Siphoviridae	Energy metabolism
PN10RK|k141_575665	K00558	Siphoviridae	Amino acid metabolism
PN3CG|k141_899704	K01491	Siphoviridae	Energy metabolism
PN1RE|k141_320625	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1RE|k141_320625	K00287	Siphoviridae	Metabolism of cofactors and vitamins
PN13RS|k141_1801432	K00600	Siphoviridae	Carbohydrate metabolism
PN13RS|k141_1801432	K00600	Siphoviridae	Carbohydrate metabolism
PN8RQ|k141_1093764	K00390	Siphoviridae	Energy metabolism
PN5RG|k141_69413	K00558	Siphoviridae	Amino acid metabolism
PN5RG|k141_69413	K00558	Siphoviridae	Amino acid metabolism
PN2CE|k141_1233641	K01270	Unclassified	Metabolism of other amino acids
PN1CI|k141_70822	K00390	Quimbyviridae	Energy metabolism
PN1CI|k141_70822	K06167	Quimbyviridae	Metabolism of other amino acids
PN14RF|k141_691655	K00390	Unclassified	Energy metabolism
PN7RJ|k141_1445865_1	K00558	Siphoviridae	Amino acid metabolism
PN4RA|k141_252876	K06167	Quimbyviridae	Metabolism of other amino acids
PN4RA|k141_252876	K00558	Quimbyviridae	Amino acid metabolism
PN14RM|k141_908153	K17398	Unclassified	Amino acid metabolism
PN1RH|k141_1942586	K01210	Unclassified	Carbohydrate metabolism
PN1RH|k141_1942586	K00011	Unclassified	Carbohydrate metabolism
PN1RH|k141_1942586	K22227	Unclassified	Metabolism of cofactors and vitamins
PN11RI|k141_1058589	K00558	Unclassified	Amino acid metabolism
PN11RI|k141_1058589	K00558	Unclassified	Amino acid metabolism
PN1GH|k141_220124	K06167	Unclassified	Metabolism of other amino acids
PN2RA|k141_627841	K00600	Siphoviridae	Carbohydrate metabolism
PN3DG|k141_423468	K00558	Unclassified	Amino acid metabolism
PN3DG|k141_423468	K00558	Unclassified	Amino acid metabolism
PN7RG|k141_27728_1	K00789	Siphoviridae	Amino acid metabolism
PN7RG|k141_27728_1	K00558	Siphoviridae	Amino acid metabolism
PN15RF|k141_437407	K00764	Podoviridae_crAss-like	Nucleotide metabolism
PN14RT|k141_756958	K00390	Siphoviridae	Energy metabolism
PN14RT|k141_756958	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN13RN|k141_726757	K21029	Unclassified	"Folding, sorting and degradation"
PN10RJ|k141_1373778_1	K00789	Siphoviridae	Amino acid metabolism
PN10RJ|k141_1373778_1	K00558	Siphoviridae	Amino acid metabolism
PN5RA|k141_306259	K00390	Quimbyviridae	Energy metabolism
PN5RA|k141_306259	K06167	Quimbyviridae	Metabolism of other amino acids
PN1CA|k141_1219127	K00390	Unclassified	Energy metabolism
PN2GC|k141_310173	K01854	Siphoviridae	Carbohydrate metabolism
PN8RS|k141_1283717	K22227	Siphoviridae	Metabolism of cofactors and vitamins
PN8RS|k141_1283717	K05774	Siphoviridae	Carbohydrate metabolism
PN8RS|k141_1283717	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN8RS|k141_1283717	K00558	Siphoviridae	Amino acid metabolism
PN12RD|k141_580629	K00558	Siphoviridae	Amino acid metabolism
PN11RM|k141_2080786	K17398	Siphoviridae	Amino acid metabolism
PN7RB|k141_566729	K06211	Siphoviridae	Metabolism of cofactors and vitamins
PN7RB|k141_566729	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN6RM|k141_1040219_1	K01586	Unclassified	Amino acid metabolism
PN6RM|k141_1040219_1	K01854	Unclassified	Carbohydrate metabolism
PN6RM|k141_1040219_1	K21029	Unclassified	"Folding, sorting and degradation"
PN1RB|k141_2170632	K00568	Unclassified	Metabolism of cofactors and vitamins
PN1RB|k141_2170632	K01784	Unclassified	Carbohydrate metabolism
PN1RB|k141_2170632	K07173	Unclassified	Amino acid metabolism
PN1RB|k141_2170632	K01243	Unclassified	Amino acid metabolism
PN5CA|k141_547876_1	K00390	Myoviridae	Energy metabolism
PN5CA|k141_547876_1	K00390	Myoviridae	Energy metabolism
PN3RE|k141_1141198	K00558	Siphoviridae	Amino acid metabolism
PN3RE|k141_1141198	K00789	Siphoviridae	Amino acid metabolism
PN3RE|k141_1141198	K00558	Siphoviridae	Amino acid metabolism
PN12RH|k141_1206799	K00390	Siphoviridae	Energy metabolism
PN12RG|k141_1010251	K00558	Unclassified	Amino acid metabolism
PN13RN|k141_95187	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN15RF|k141_315526	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN16RT|k141_974056	K06167	Unclassified	Metabolism of other amino acids
PN3CF|k141_282828	K09882	Unclassified	Metabolism of cofactors and vitamins
PN1RL|k141_807512	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1RL|k141_807512	K00390	Siphoviridae	Energy metabolism
PN13RE|k141_1129886	K00390	Unclassified	Energy metabolism
PN4RA|k141_4387	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN4RA|k141_4387	K03273	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN4RA|k141_4387	K03462	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN4RA|k141_4387	K01953	Podoviridae_crAss-like	Amino acid metabolism
PN1RE|k141_1664124	K01495	Unclassified	Metabolism of cofactors and vitamins
PN1RE|k141_1664124	K10026	Unclassified	Metabolism of cofactors and vitamins
PN1RE|k141_1664124	K01737	Unclassified	Metabolism of cofactors and vitamins
PN1RE|k141_1664124	K06920	Unclassified	Metabolism of cofactors and vitamins
PN10RR|k141_289045	K06167	Unclassified	Metabolism of other amino acids
PN7RJ|k141_504392	K00390	Siphoviridae	Energy metabolism
PN7RJ|k141_504392	K00789	Siphoviridae	Amino acid metabolism
PN4RD|k141_140468	K00558	Unclassified	Amino acid metabolism
PN5CF|k141_175781_1	K00558	Siphoviridae	Amino acid metabolism
PN5CF|k141_175781_1	K00789	Siphoviridae	Amino acid metabolism
PN5CF|k141_175781_1	K00558	Siphoviridae	Amino acid metabolism
PN7RS|k141_779622	K00558	Unclassified	Amino acid metabolism
PN7RS|k141_779622	K04034	Unclassified	Metabolism of cofactors and vitamins
PN16RE|k141_1662198	K06920	Unclassified	Metabolism of cofactors and vitamins
PN13RR|k141_467010	K02536	Siphoviridae	Glycan biosynthesis and metabolism
