DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	completeness
PN2LD_k141_1460809	100
PN2RA_k141_2749860	61.39
PN3CG_k141_1440217	90.92
PN3LB_k141_1566740_1	92.99
PN3LB_k141_394130	69.17
PN3LD_k141_167470_1	98.46
PN3RA_k141_2173348	100
PN3RD_k141_1133801_1	62.01
PN3RD_k141_85612	66.19
PN3RF_k141_1413105	100
PN3RF_k141_2025656	77.95
PN5LC_k141_129061_fragment_3	100
PN5RE_k141_78330_1	66.89
PN5RG_k141_75221	68.02
PN6RC_k141_725492_1	63.48
PN6RF_k141_1253850_1	100
PN6RF_k141_459962	85.29
PN6RK_k141_108149	95.76
PN6RM_k141_1271222	100
PN6RN_k141_557464	74.38
PN6RQ_k141_1325538	59.7
PN6RQ_k141_1492900	78.31
PN6RQ_k141_297870	59.1
PN6RQ_k141_996227_1	100
PN7RC_k141_1658694_1	60.08
PN7RF_k141_721912	94.09
PN7RG_k141_1682078	100
PN7RS_k141_368393	100
PN8RC_k141_187618	87.64
PN8RK_k141_271590	63.06
PN8RL_k141_819890	84.4
PN8RP_k141_785031	53.9
PN8RS_k141_1105034	54.29
PN8RS_k141_1180945	60.24
PN9RL_k141_1788300	50.03
PN5CC_k141_545654	100
PN5RC_k141_171554	100
PN16RS_k141_876638	88.74
PN8RO_k141_35017	73.3
PN14RS_k141_1394684	100
PN16RU_k141_1909879	72.26
PN13RP_k141_1202287	97.15
PN5RC_k141_307259	100
PN7RN_k141_1729071	100
PN2GG_k141_478725	85
PN13RI_k141_768064	100
PN7RO_k141_873013	100
PN16RF_k141_620575_1	52.36
PN15RB_k141_720024	75.2
PN12RE_k141_91498	66.01
PN12RF_k141_924728	68.82
PN10RH_k141_2303654	100
PN13RP_k141_1223487	72.22
PN14RC_k141_1086504	50.46
PN14RC_k141_188041	51.68
PN16RI_k141_1797251	100
PN1RA_k141_4399349_1	54.5
PN3LA_k141_1859264	100
PN4RA_k141_1423698_1	60.71
PN6RE_k141_663354	62.02
PN6RI_k141_366133	68.94
PN7RE_k141_1587093	100
PN8RB_k141_1590422	100
PN13RG_k141_1394779	100
PN7RP_k141_858924	100
PN7RA_k141_352606	57.93
GY27_NODE_1_1	68.51
GY7_NODE_14_1	68.29
J1364_NODE_2_1	71.63
MR5_NODE_11_1	71.77
PN14RQ_k141_1529788	69.1
PN6RB_k141_1702813	52.62
XR13_NODE_7_1	56.48
GY7_NODE_4_1	57.94
PN2JD_k141_127772	55.77
GY23_NODE_1_1	96.23
J1364_NODE_14_1	52.14
XR9_NODE_1_1	100
PN12RG_k141_922675	100
PN13RB_k141_1424861	93.52
PN13RF_k141_2359975	100
PN13RN_k141_1434627	100
PN14RK_k141_1756196	100
PN15RP_k141_1103596	100
PN16RA_k141_192214	100
PN16RC_k141_2076799	100
PN16RH_k141_1935366	58.36
PN16RJ_k141_2060247	100
PN1CK_k141_827570	57.55
PN1LE_k141_342962	100
PN1RH_k141_1461112	100
PN1RH_k141_1927542	78.4
PN1RH_k141_5956	51.8
PN1RL_k141_1715675	63.75
PN2CD_k141_24814	100
PN2CH_k141_2561403	100
PN2CJ_k141_608166	75.69
PN2RA_k141_892251_fragment_1	71.46
PN3CC_k141_2214959	56.19
PN3CE_k141_668380	100
PN3RF_k141_3628631	100
PN4RA_k141_1018125	69.43
PN4RC_k141_1945341	100
PN4RE_k141_268210	100
PN7RF_k141_1880446	100
PN7RH_k141_1042438	100
PN7RR_k141_1400183	66.9
PN8RI_k141_565310	95.05
PN8RL_k141_559542	53.2
PN13RK_k141_2086818	100
PN13RF_k141_1097882	100
PN13RO_k141_670707	100
PN10RS_k141_1988864	100
PN13RL_k141_110857	100
PN11RJ_k141_2448640_1	100
PN13RA_k141_1285764	61.28
PN14RJ_k141_691800	68.23
PN16RE_k141_217575	98.63
PN16RP_k141_1067896	59.36
PN1CA_k141_1219127	100
PN1CI_k141_1129987	100
PN1LG_k141_538994	97.85
PN1RE_k141_1162710	100
PN1RH_k141_5959	100
PN2CD_k141_1049427_1	70.22
PN2LI_k141_630173	100
PN8RG_k141_894389	100
PN8RH_k141_872825	72
PN13RC_k141_372319	77.54
PN1CJ_k141_1689784	93.41
PN5IA_k141_258758_1	100
PN5RC_k141_515837_1	100
PN8RL_k141_783379	59.27
K330_NODE_1_1	100
K330_NODE_3_1	75.91
PN11RI_k141_552961_1	92.32
PN2CD_k141_1985199	62.85
PN8RG_k141_667934	65.31
PN15RK_k141_824396	100
PN9RG_k141_1567311	53.6
PN10RD_k141_1827796_1	68.49
J369_NODE_25	84.76
PN10RC_k141_485357	69.43
PN11RO_k141_765591	77.39
PN13RC_k141_671646	100
PN16RQ_k141_284623	80.79
PN1IK_k141_67628	51.1
PN1RB_k141_3386974	75.05
PN2CI_k141_347244	79.2
PN2JD_k141_30888	86.86
PN3CG_k141_292593	68.72
PN3GG_k141_52640	90.53
PN3RD_k141_1692052	56.94
PN5CA_k141_720158	100
PN5CH_k141_107954_1_fragment_1	67.8
PN5LA_k141_401655_1	86.24
PN5RA_k141_461538_1	100
PN5RF_k141_1105617_1	79.15
PN6RB_k141_1798382	77.83
PN6RD_k141_1816289	57.13
PN8RN_k141_1360700	100
PN9RI_k141_208936	61.34
PN14RG_k141_452281	100
PN2CG_k141_805957	95.55
PN15RB_k141_952419	77.06
PN13RC_k141_1888634	100
PN5JF_k141_151543	63.09
PN16RM_k141_256500	54.55
PN13RL_k141_1280039_fragment_1	50.66
PN16RA_k141_923307	91.95
PN13RS_k141_1807741	93.56
PN10RL_k141_1474339	100
PN16RL_k141_1298106	100
PN6RC_k141_1328289	55.84
PN13RO_k141_130234	91.09
PN16RK_k141_1668673	100
PN1IE_k141_62126	93.58
PN2RG_k141_1133214	76.01
PN5CG_k141_503855	54.98
PN5JD_k141_341100	100
PN5RB_k141_733440	100
PN5RC_k141_233193	91.5
PN5RF_k141_122120	100
PN8RJ_k141_929250	100
CH18_NODE_19_1	99.79
CH18_NODE_41_1	60.45
CH18_NODE_61	85.22
J1034_NODE_2_1	90.72
J1049_NODE_1_1	57.6
J1049_NODE_13	75.16
J1055_NODE_4_1	97.47
J1071_NODE_25_1	100
J1071_NODE_29_1	76.88
J1071_NODE_42	100
J1071_NODE_8_1	80.33
PN12RA_k141_1515849	82.21
PN16RB_k141_1829019	100
PN6RB_k141_1575237_1	94.24
PN6RD_k141_560112	92.43
PN7RE_k141_278468_1	90.57
PN8RC_k141_364895_1	70.25
Q36_NODE_5	56.87
XR23_NODE_15_1	71.88
XR23_NODE_21_1	75.01
XR32_NODE_9_1	88.69
PN14RK_k141_878187	100
PN6RK_k141_1025105	66.52
PN3RE_k141_427400	100
PN1RC_k141_2817271_1	86.17
J1055_NODE_18_1	95.7
J1034_NODE_10_1	99.88
J1044_NODE_2_1	87.91
J1071_NODE_32_1	100
PN12RG_k141_960561_1	98.87
PN5RB_k141_1005819	76.3
PN8RC_k141_1034246_1	94.07
PN8RC_k141_12539	55.01
PN8RC_k141_338315_1	74.58
Q36_NODE_1_1	59.62
Q36_NODE_7_fragment_2	99.51
PN14RC_k141_1398164	54.7
CH33_NODE_7_1	89.01
PN1RD_k141_1431800	72.55
CH20_NODE_15_1	100
CH20_NODE_5_1	95.1
PN8RL_k141_694277	99.48
PN3JG_k141_158867_1	59.09
K237_NODE_3_1_fragment_1	98.54
PN1CK_k141_11676	66.8
PN3LH_k141_1686425	62.76
PN6RT_k141_2218575	100
PN8RS_k141_554468	100
R25_NODE_13_1	84.42
PN11RG_k141_2838385	100
PN13RT_k141_1061154	87.45
PN1RF_k141_38581	97.74
PN12RC_k141_376444	93.84
PN1GJ_k141_39915_1	92.96
PN13RH_k141_1905586	83.09
PN13RJ_k141_1835523	85.17
PN15RH_k141_891957	51.92
PN16RE_k141_1662210	100
PN1CJ_k141_807241	86.53
PN1CK_k141_700760	93.89
PN1RA_k141_2804624	62.31
PN1RA_k141_3417507	93.3
PN1RA_k141_4051643	83.6
PN1RB_k141_3364305	98
PN3CD_k141_866784	93.25
PN8RJ_k141_656658	76.35
PN1RB_k141_3931297	85
PN13RS_k141_126310	79.3
PN1RB_k141_1070936	79.11
PN1CA_k141_2295678	100
PN13RS_k141_88206	58.89
PN4RC_k141_4011	75.42
PN14RK_k141_60706	83.89
PN10RC_k141_1161413	100
PN10RI_k141_209480_1	100
PN10RI_k141_607343	61.01
PN10RJ_k141_1846815	100
PN10RP_k141_1222834_1	51.29
PN10RP_k141_1293823	100
PN10RQ_k141_710463_1	78.68
PN11RJ_k141_547740	67.51
PN11RK_k141_1667102	56.41
PN11RM_k141_2860593	79.98
PN11RN_k141_2275767	68.26
PN12RD_k141_707155	50.77
PN12RI_k141_395895_1	70.11
PN12RJ_k141_786116	88.98
PN13RE_k141_53094	68.79
PN13RK_k141_878450	91.18
PN13RO_k141_256488	62.35
PN13RR_k141_560603	100
PN13RS_k141_126610	52.33
PN14RD_k141_1220681_1	55.07
PN14RH_k141_944528	50.9
PN14RK_k141_158250	67.88
PN14RM_k141_476364	67.89
PN14RQ_k141_423381	77.13
PN15RF_k141_912712	100
PN15RL_k141_793992	100
PN16RE_k141_1017324	57.06
PN16RE_k141_1621610	74.33
PN16RG_k141_93300	100
PN16RJ_k141_380191	50.26
PN16RS_k141_1659523	100
PN16RV_k141_1738347	59.25
PN1CD_k141_413143	100
PN1RA_k141_949981	87.45
PN1RE_k141_243572	61
PN1RJ_k141_1365545	88.95
PN1RL_k141_531620	53.51
PN2RJ_k141_1341123_1	100
PN2RJ_k141_176987	100
PN3CB_k141_627556_1	62.22
PN3CF_k141_1460578	59.95
PN3CF_k141_853981	75.62
PN3CG_k141_695679	100
PN3DG_k141_196187	99.74
PN3RB_k141_1956740	96
PN3RD_k141_2111294	82.85
PN3RE_k141_763793	100
PN4RC_k141_1554269	61.37
PN4RG_k141_1272905	100
PN4RH_k141_1377044	100
PN5CD_k141_477878_1	64.59
PN5CF_k141_403695	69.93
PN5CG_k141_45727_1	66.92
PN5LA_k141_150628	65.82
PN5LA_k141_17791_1	82.45
PN5LC_k141_307399	100
PN5LC_k141_572815	100
PN5LE_k141_440414	50.45
PN5LE_k141_467939	96.19
PN5LF_k141_368497	100
PN5LG_k141_41183	55.79
PN5LH_k141_6258	76.94
PN5RD_k141_379113	69.45
PN5RE_k141_644353_1	95.75
PN5RG_k141_197126	100
PN5RG_k141_471363	73.77
PN6RD_k141_1700429_1	69.54
PN6RH_k141_407744_1	68.69
PN6RJ_k141_35988	100
PN6RK_k141_663562	94.32
PN6RR_k141_744507	85.14
PN7RC_k141_1273298	61.01
PN7RC_k141_1456029	53.64
PN7RH_k141_1134141	60.9
PN7RH_k141_466075_1	55.25
PN7RH_k141_974212_1	69.15
PN7RI_k141_1637733	57.56
PN7RK_k141_846899	59.68
PN7RO_k141_1205222	76.73
PN7RO_k141_1366122	60.62
PN7RP_k141_491644	65.41
PN7RU_k141_1667205	52.54
PN8RE_k141_1538169	72.98
PN8RL_k141_1781812	100
PN8RL_k141_665936	82.67
PN8RS_k141_342362	55.48
PN9RK_k141_543439	51.15
PN9RO_k141_1012217	96.15
PN5CC_k141_452141	75.11
PN5LF_k141_549613	80.63
PN5RG_k141_103588_1	77.02
PN2CA_k141_223210	64.58
PN8RL_k141_1221661	75.86
PN5CA_k141_706087	60.84
PN14RR_k141_163120	58.13
PN16RB_k141_1731670	73.4
PN5LC_k141_165019	100
PN5LF_k141_738298_1	51.15
PN5LD_k141_416680_1	52.37
PN3RE_k141_1545686	76.89
PN15RA_k141_929001	100
PN5LF_k141_6123_1	89.39
PN10RH_k141_2294746_1	58.57
PN1CG_k141_215196	58.34
PN6RS_k141_1962491	95.45
PN3RE_k141_1769228	62.26
PN7RL_k141_227356_1	82.32
PN7RQ_k141_618035_1	83.53
PN3RD_k141_1916142	83.44
PN9RI_k141_1200278	100
PN8RC_k141_317980	100
PN10RJ_k141_83573	100
PN13RE_k141_836436_1	100
PN5RA_k141_398066	52.47
PN13RR_k141_402650	71.98
PN16RH_k141_927452	64.65
PN16RL_k141_20111	100
PN16RN_k141_1518379	54.68
PN16RN_k141_1650781	100
PN3RE_k141_393759	100
PN7RM_k141_1311586	60.06
PN7RM_k141_1392143	62.59
PN7RO_k141_1457629	100
PN7RR_k141_415012	52.36
PN13RD_k141_1009834	100
PN16RJ_k141_695576	100
PN5CA_k141_65113_1	83.75
PN5LB_k141_501634_fragment_1	77.59
PN5RE_k141_278905_1	52.47
PN6RJ_k141_1028684	50.51
PN7RN_k141_910353	68.68
PN8RF_k141_952486_1	97.04
PN14RB_k141_930109	60.04
PN8RF_k141_1088236	100
PN8RM_k141_111470	100
PN10RT_k141_1431334	93.22
PN14RI_k141_108071	87.29
PN1CC_k141_883785	50.25
PN1CL_k141_853614	81.69
PN8RB_k141_1456514_1	58.94
PN8RN_k141_1373432	100
PN8RQ_k141_636416	100
PN14RF_k141_460504	100
PN10RI_k141_1871341	100
PN13RT_k141_1452363	100
PN15RA_k141_424645_fragment_1	70.22
PN15RB_k141_1311440	64.37
PN15RC_k141_1676775	100
PN1CH_k141_1454546	70.1
PN1DL_k141_219546	51.14
PN1GC_k141_279046	100
PN1GC_k141_37673	53.65
PN1GE_k141_54156	100
PN1GK_k141_115872	100
PN1GK_k141_118380_1	64.27
PN1RK_k141_835814	100
PN2RJ_k141_2293991_1	68.52
PN3CD_k141_1351820	59.54
PN3CG_k141_96415_1	87.88
PN3CH_k141_2449113	100
PN3DG_k141_358062	79.97
PN3GB_k141_151356	54.87
PN3GB_k141_2273	59.4
PN3GB_k141_7306	100
PN3LE_k141_2009677	51.69
PN3LG_k141_1312465_1	88.66
PN3RE_k141_2462642	60.37
PN3RF_k141_1146211	73.22
PN4RE_k141_1341781	100
PN4RE_k141_407466	55.16
PN5GF_k141_339675	77.68
PN5GG_k141_218668	69.62
PN5GG_k141_651136_1	92.72
PN5LA_k141_237676	100
PN5RC_k141_624779	83.56
PN5RE_k141_281572_1	99.82
PN6RC_k141_234461	73.66
PN6RC_k141_428093_1	58.6
PN6RR_k141_840833	74.68
PN7RO_k141_564789	55.14
PN9RD_k141_1501160	84.98
PN9RI_k141_295283	75.85
PN9RK_k141_703838	51.34
PN9RP_k141_1548604	76.8
PN5LA_k141_445980_1	94.9
PN5LD_k141_825403	95.78
PN2GH_k141_114037	100
PN5CG_k141_307036	100
PN9RE_k141_821183_1	98.96
PN11RO_k141_888750_1	67.95
PN3RG_k141_1526033	56.01
PN8RN_k141_977185	78
PN11RF_k141_1755093	83.74
PN9RE_k141_821893	57.48
PN15RI_k141_640359	57.09
PN9RI_k141_917429	52.95
PN15RB_k141_354051	100
PN5RH_k141_344376	100
PN2CJ_k141_110894	100
PN16RM_k141_1575150	83.16
PN9RJ_k141_1141471	100
PN3RA_k141_2501584	100
PN6RO_k141_1673197	67.85
PN6RB_k141_1344640_1	100
PN3RA_k141_2521444	56.11
PN8RJ_k141_710227	100
PN13RM_k141_1197154_1	52.12
PN10RC_k141_91290	56.21
PN11RF_k141_1425042	52.98
PN13RK_k141_2072439	100
PN13RP_k141_1485649_1	100
PN1GD_k141_209936_1	93.74
PN1GD_k141_93248_1	100
PN1RA_k141_1104161	100
PN2CI_k141_1671099	100
PN3CF_k141_1689811	66.47
PN3GE_k141_307754	100
PN3LG_k141_649569	88.41
PN3RA_k141_581150_1	89.7
PN3RF_k141_598475	80.31
PN6RA_k141_976698_1	91.73
PN8RN_k141_506701	88.58
PN9RB_k141_1695651	100
PN1CH_k141_977987	100
PN1GH_k141_196637	100
PN15RE_k141_1141472	100
PN15RH_k141_1515721	100
PN16RJ_k141_1401879	100
PN1CG_k141_461794	100
PN7RV_k141_372459	99.38
PN8RE_k141_1095681	97.05
PN5RG_k141_183341	89.36
CH21_NODE_42	56.29
CH21_NODE_43	55.81
H186_NODE_9_fragment_1	100
H80_NODE_1_1	100
H86_NODE_5_1	78.8
PN10RJ_k141_1659346	92.31
PN10RR_k141_1986009	100
PN13RG_k141_1209496	91.69
PN13RL_k141_304298	87.03
PN1JE_k141_28895	80.89
PN16RC_k141_1733984	63.82
J1123_NODE_32_1	77.29
K305_NODE_5_1	100
K305_NODE_6_1	96.73
PN11RI_k141_101669	73.57
PN11RM_k141_2131507	100
PN11RM_k141_772321	55.68
PN13RN_k141_1645763	75.74
PN13RN_k141_1756421	100
PN13RS_k141_665010	88.65
PN14RA_k141_911138	61.75
PN14RH_k141_731376	51.09
PN16RJ_k141_508935_1	63.17
PN1CL_k141_416362	58.59
PN1GE_k141_178034	57.38
PN1LK_k141_159379	62.84
PN2JC_k141_17651	99.19
PN5DD_k141_95112	57.29
PN8RO_k141_63833	56.43
PN8RP_k141_348407	56.72
PN8RQ_k141_605934	52.91
PN7RS_k141_289885_1	58.87
PN14RE_k141_470955	75.73
PN8RH_k141_902832_1	100
PN8RD_k141_106035	100
PN1RD_k141_1754757	100
PN14RK_k141_785296	79.64
PN1CC_k141_525155	64.62
PN7RA_k141_532188	55.33
PN5IH_k141_63942	58.65
PN3CF_k141_1646719	100
PN13RL_k141_1829403_1	96.16
PN14RD_k141_139755	70.2
PN14RH_k141_495840	63.02
PN1CJ_k141_1340013_1	64.18
PN1RB_k141_3978645	50.64
PN1RD_k141_1309157	96.72
PN2JG_k141_53054	82.69
PN5LC_k141_130665	97.05
PN8RR_k141_837624	100
PN12RH_k141_449170	98.42
PN13RT_k141_625224	69.08
J1061_NODE_13_1	94.88
J433_NODE_8_1	62.23
PN6RC_k141_2182716_1	60.27
PN5CA_k141_435670	86.93
PN5RE_k141_403395	54.57
PN5RG_k141_179436	100
PN1LH_k141_1529902	71.12
PN16RN_k141_1260734	100
PN3LE_k141_895667	100
PN13RI_k141_948763	76.46
PN5RC_k141_233084	51.27
PN5RH_k141_728164	51.2
PN14RD_k141_736315	53.64
PN15RB_k141_488579	60.78
PN15RI_k141_1132500	68.27
PN1CI_k141_447396	96.41
PN1LG_k141_73920	76.86
PN1LI_k141_860624	100
PN2RA_k141_2165851	98.63
PN3CB_k141_1974729	53.62
PN3RE_k141_203666	55.44
PN9RE_k141_1016542	55.06
PN10RK_k141_1289424_1	72.42
PN16RC_k141_252735	74.27
PN13RO_k141_1004832	61.39
PN5LA_k141_485264	100
PN10RB_k141_1175817	100
PN11RG_k141_237579_1	73.69
PN12RB_k141_1173857	78.65
PN12RG_k141_1112437	58.32
PN12RG_k141_422738	82.67
PN12RJ_k141_287531	61.79
PN13RE_k141_1378807	95.62
PN13RL_k141_2059973	56.5
PN13RO_k141_773883	55.4
PN13RR_k141_1828703	100
PN13RS_k141_684246	95.33
PN13RU_k141_2140320	89.08
PN13RU_k141_448609	58.77
PN14RB_k141_1166949	55.58
PN14RC_k141_159750	60.1
PN14RE_k141_826213	95.95
PN14RG_k141_1239853	51.56
PN14RI_k141_119638	80.19
PN14RN_k141_382636	54.49
PN15RB_k141_1247558	85.22
PN15RE_k141_547490	80.13
PN15RG_k141_1201361	96.02
PN15RH_k141_207224	79.04
PN15RH_k141_72060	52.69
PN15RK_k141_222459	80.55
PN15RK_k141_782554	66.01
PN15RM_k141_1165914	91.01
PN15RP_k141_214138	91.79
PN16RD_k141_622733	52.68
PN16RG_k141_786636	100
PN16RI_k141_1308335	96.85
PN16RR_k141_1034131	58.26
PN16RV_k141_1235231	96.4
PN1CH_k141_1567786	95.45
PN1CJ_k141_1049215	100
PN1CK_k141_241092	54.97
PN1LD_k141_610263	61.94
PN1RG_k141_127288	87.07
PN1RH_k141_1190029	69.95
PN1RH_k141_2050667	97.55
PN1RH_k141_578971	100
PN1RJ_k141_1370782	89.23
PN1RK_k141_2660534	89.75
PN1RL_k141_124233	72.77
PN2CI_k141_966990	97.6
PN2CJ_k141_2514341	100
PN2LA_k141_7501	96.88
PN2LB_k141_2192868	100
PN2RB_k141_2237545	93.71
PN2RE_k141_1199321	67.67
PN2RG_k141_1763300	79.41
PN2RG_k141_524886	100
PN2RI_k141_1128151	53.12
PN2RJ_k141_1896174	100
PN3CA_k141_2167349	100
PN3CA_k141_892590	63.08
PN3CC_k141_1444055	100
PN3CE_k141_443755	71.26
PN3CF_k141_2236192	70.01
PN3JD_k141_135237	53.03
PN3LA_k141_1467092	100
PN3LA_k141_925883	100
PN3LE_k141_2048378	100
PN3LF_k141_839594	100
PN3RG_k141_1229935	51.32
PN3RG_k141_1490165	100
PN4RA_k141_629865	58.7
PN4RA_k141_70685	78.84
PN6RD_k141_1242101	99.93
PN6RF_k141_1561710	62.2
PN6RQ_k141_343204	100
PN7RG_k141_762111	57.49
PN7RI_k141_932987	93.67
PN7RN_k141_1479916	55.92
PN7RO_k141_1594979	100
PN7RR_k141_1316323	51.44
PN7RT_k141_1578061	100
PN8RD_k141_866767	73.43
PN8RF_k141_1260771	93.11
PN8RG_k141_756334	100
PN8RI_k141_45049	61.53
PN8RL_k141_958192	98.39
PN8RM_k141_1137925	100
PN9RB_k141_2216587	100
PN9RE_k141_640820	93.56
PN13RQ_k141_1901599	77.76
PN1RK_k141_2619209	70.5
PN6RL_k141_487428	100
PN12RG_k141_1185670	93.37
PN14RP_k141_814457_1	95.64
PN13RR_k141_323428	96.91
PN13RG_k141_69297_1	54.76
PN3RD_k141_89710	100
PN7RD_k141_1315108	95.82
PN3LE_k141_680470	95.65
PN16RP_k141_184141	100
PN14RP_k141_32032	83.54
PN1LH_k141_527178	100
PN1CL_k141_1151124	98.2
PN2CJ_k141_184712	55.22
PN14RQ_k141_571228_1	69.71
PN13RI_k141_1549768	100
PN13RP_k141_1484704_fragment_1	58.61
PN1CE_k141_110254_1	82.43
PN16RV_k141_232026_1	51.01
PN2LD_k141_1323653	100
PN2RJ_k141_999414_fragment_1	53.38
PN4RA_k141_871005	56.64
PN6RE_k141_433009	93.11
PN7RS_k141_779622	56.32
PN8RC_k141_517164	51.17
PN1RC_k141_2889910_1	97.42
PN10RA_k141_1326578	60.97
PN10RH_k141_59904	62.89
PN12RB_k141_173006	87.56
PN12RD_k141_725807	100
PN13RB_k141_2227685	100
PN13RE_k141_324987	51.33
PN13RJ_k141_490223	53.54
PN15RG_k141_1137055	69.13
PN16RB_k141_1833841	55.75
PN16RB_k141_785707	100
PN16RV_k141_1293095	72.23
PN1CL_k141_586983	99.04
PN1RE_k141_181336_1	77.25
PN2CJ_k141_1883743	100
PN3CD_k141_1584647	77.09
PN3CD_k141_769395	97.61
PN3LA_k141_464229	58.81
PN3LG_k141_227577	100
PN6RF_k141_813283	55
PN6RH_k141_1406361	98.14
PN7RK_k141_1756932	60.66
PN8RB_k141_1535383	90.11
PN14RL_k141_1182408_1	67.3
PN14RQ_k141_917049	81.47
PN16RN_k141_1183823	100
PN3RE_k141_826766	60.58
PN8RF_k141_1249006	95.95
PN8RJ_k141_88418	100
J548_NODE_6_1	81.73
PN10RK_k141_2054838	92.57
PN10RQ_k141_722703	100
PN11RI_k141_1640792	100
PN11RM_k141_1022763	56.58
PN11RM_k141_2306433	100
PN12RE_k141_125899	98
PN12RH_k141_874909_1	90.75
PN12RI_k141_134975	100
PN13RG_k141_1470654	74.46
PN13RK_k141_556898	94.88
PN13RS_k141_1904135	58.83
PN14RI_k141_1874688	56.95
PN15RA_k141_442110	64.33
PN15RF_k141_4727	98.45
PN1CH_k141_78537	100
PN1GG_k141_408499	74.62
PN1JF_k141_33439	54.98
PN1JH_k141_211818	51.44
PN1RH_k141_2018977	100
PN2GH_k141_12662	76.04
PN2GH_k141_67749	100
PN2IA_k141_39384	55.3
PN2RA_k141_2452281	56.28
PN3CA_k141_2167345	100
PN3CF_k141_1315535	58.01
PN3RD_k141_1277235	72.21
PN3RF_k141_590412	64.62
PN3RG_k141_619074	100
PN6RC_k141_1246017	100
PN7RB_k141_696117	79.17
PN7RF_k141_1645702	100
PN7RH_k141_67151	54
PN7RN_k141_1279414	62.73
PN7RU_k141_921397	100
PN14RH_k141_124380	99.87
PN7RV_k141_718366	89.6
PN13RM_k141_829793	52.01
PN8RP_k141_108775	54.15
PN7RA_k141_457937	100
PN1JE_k141_246718	100
PN14RG_k141_1694811	80.25
PN3CD_k141_894951	51.11
PN1LI_k141_1066741	88.48
PN1RG_k141_899567	95.9
PN5IB_k141_210567_1	100
PN8RO_k141_1197522	100
PN11RD_k141_1323997	100
PN6RG_k141_1814247	92.12
PN12RC_k141_1207641	100
PN12RD_k141_1758824	100
PN13RI_k141_1301176	98.36
PN13RO_k141_1340841	51.76
PN1RJ_k141_1423098	51.1
PN1RK_k141_3489940	100
PN2CI_k141_341192	75.8
PN3LE_k141_109066	63.16
PN3LE_k141_520080	57.28
PN3LE_k141_605925	61.46
PN3RF_k141_2647489_1	51.47
PN7RH_k141_1554551	54.11
PN8RD_k141_391637	60.54
PN8RE_k141_879200	68.84
PN8RR_k141_1251468	65.09
PN8RR_k141_1383560	52.23
PN8RR_k141_182128	79.47
PN9RJ_k141_468788	56.89
PN8RO_k141_909313_fragment_1	58.76
PN13RC_k141_1028647	81.1
PN4RG_k141_843541	95.2
PN9RH_k141_734640	55.66
PN3CF_k141_2537471	91.97
PN12RD_k141_893354_1	96.47
PN13RC_k141_475616	72.43
PN13RS_k141_270581	67.08
PN16RE_k141_544531	100
PN1RL_k141_1701153_1	100
PN1RL_k141_2211539_1	81.07
PN3LA_k141_166081_1	93.39
PN6RB_k141_1108638	94.69
PN8RF_k141_1039660	74.21
PN13RO_k141_337985	96.08
PN6RL_k141_2083866_1	74.88
PN13RC_k141_582422	91.29
PN1LH_k141_247581	100
PN2GJ_k141_75779	100
PN7RE_k141_756331	100
PN7RH_k141_1712012	100
PN3LA_k141_584315	54.43
PN6RQ_k141_815120	100
PN7RG_k141_1666299	59.11
PN10RQ_k141_77502	100
PN12RI_k141_1589178	72.84
PN5RC_k141_387149	58.6
PN9RK_k141_914099	55.99
PN5RG_k141_167742_1	97.13
PN13RE_k141_433844	64.5
PN14RD_k141_907190	100
PN15RE_k141_675601	85.16
PN3LD_k141_1461319	94.44
PN5CC_k141_468946	69.11
PN15RK_k141_1433948	100
PN15RE_k141_1148318	98.67
PN7RN_k141_2236084	100
PN1CJ_k141_1285104	92.35
PN1RC_k141_502953	66.84
PN2CC_k141_1402313	61.78
PN8RJ_k141_359644_1	71.59
PN8RM_k141_1773492	100
PN3RH_k141_2261536_1	73.68
PN7RI_k141_549912	100
PN3RF_k141_2395603	93.25
PN2CB_k141_2346251	100
PN3LE_k141_571073_1	56.75
PN7RD_k141_1237708	68.88
PN2CB_k141_1600407	66.05
PN1CK_k141_935670	100
PN16RG_k141_1660008	51.34
PN13RR_k141_1488732_1	50.06
PN13RR_k141_1211935	54.31
PN12RE_k141_370238	74.92
PN12RD_k141_893133	68.62
PN13RE_k141_1504503	100
PN13RF_k141_1798388	97.88
PN13RO_k141_1756957	100
PN13RP_k141_1898084	100
PN13RS_k141_694341	66.13
PN14RN_k141_649792	70.48
PN15RG_k141_474843	98.55
PN16RD_k141_413262	78.89
PN16RS_k141_627313	100
PN1LF_k141_34974	100
PN1RJ_k141_1027819	100
PN2JE_k141_38978	100
PN3LB_k141_1068413	86.02
PN3LB_k141_562797	77.07
PN3RD_k141_167611	100
PN5RA_k141_931474_1	88.59
PN7RG_k141_1843286	100
PN13RS_k141_797041	100
PN8RH_k141_79233	50.63
PN16RV_k141_1513138	66.65
PN14RJ_k141_168979	57.06
PN6RF_k141_415453	97.19
PN16RC_k141_569306	100
PN10RL_k141_165434_1	100
